144	0.793	0.162	0.42	0.882
145	0.517	0.162	0.779	0.625
146	0.086	0.557	0.588	0.322
147	0.704	0.808	0.363	0.374
148	0.463	0.454	0.744	0.178
149	0.262	0.896	0.691	0.952
150	0.38	0.746	0.143	0.8
151	0.488	0.317	0.79	0.267
152	0.813	0.353	0.499	0.401
153	0.14	0.105	0.484	0.503
154	0.273	0.967	0.932	0.017
155	0.475	0.279	0.041	0.166
156	0.022	0.546	0.977	0.165
157	0.605	0.653	0.664	0.395
158	0.606	0.208	0.274	0.105
159	0.95	0.246	0.714	0.433
160	0.193	0.707	0.716	0.125
161	0.861	0.6	0.004	0.901
162	0.235	0.923	0.312	0.212
163	0.658	0.817	0.742	0.322
164	0.662	0.928	0.42	0.936
165	0.028	0.886	0.279	0.742
166	0.028	0.935	0.026	0.744
167	0.751	0.605	0.66	0.754
168	0.425	0.99	0.429	0.736
169	0.518	0.395	0.019	0.26
170	0.231	0.922	0.645	0.65
171	0.678	0.679	0.744	0.957
172	0.063	0.986	0.356	0.09
173	0.416	0.84	0.335	0.075
174	0.841	0.5	0.584	0.271
175	0.786	0.788	0.631	0.805
176	0.348	0.036	0.97	0.992
177	0.828	0.67	0.365	0.572
178	0.786	0.635	0.614	0.142
179	0.344	0.558	0.565	0.679
180	0.159	0.52	0.133	0.743
181	0.37	0.529	0.579	0.001
182	0.627	0.349	0.37	0.596
183	0.056	0.424	0.012	0.421
184	0.64	0.206	0.631	0.253
185	0.356	0.597	0.905	0.921
186	0.538	0.08	0.797	0.672
187	0.587	0.042	0.353	0.166
188	0.687	0.793	0.392	0.057
189	0.734	0.113	0.814	0.745
190	0.81	0.385	0.74	0.442
191	0.088	0.798	0.236	0.993
192	0.512	0.532	0.799	0.309
193	0.622	0.896	0.245	0.975
194	0.288	0.662	0.856	0.681
195	0.246	0.414	0.833	0.06
196	0.367	0.87	0.545	0.107
197	0.183	0.195	0.109	0.419
198	0.828	0.931	0.72	0.626
199	0.923	0.248	0.136	0.168
200	0.198	0.456	0.885	0.054
201	0.605	0.299	0.551	0.438
202	0.711	0.805	0.229	0.256
203	0.54	0.439	0.107	0.65
204	0.295	0.477	0.789	0.014
205	0.029	0.937	0.352	0.164
206	0.575	0.363	0.561	0.461
207	0.697	0.066	0.716	0.248
208	0.075	0.959	0.309	0.304
209	0.221	0.845	0.653	0.327
210	0.511	0.622	0.972	0.3
211	0.075	0.329	0.573	0.428
212	0.677	0.003	0.856	0.238
213	0.272	0.935	0.53	0.988
214	0.034	0.063	0.143	0.343
215	0.357	0.563	0.212	0.011
216	0.706	0.522	0.512	0.678
217	0.148	0.754	0.151	0.721
218	0.643	0.398	0.184	0.499
219	0.648	0.771	0.572	0.179
220	0.756	0.213	0.823	0.898
221	0.19	0.256	0.119	0.402
222	0.01	0.108	0.788	0.522
223	0.61	0.67	0.54	0.761
224	0.721	0.404	0.789	0.905
225	0.426	0.554	0.674	0.998
226	0.433	0.753	0.945	0.256
227	0.501	0.446	0.907	0.62
228	0.173	0.629	0.956	0.962
229	0.743	0.572	0.821	0.283
230	0.212	0.004	0.737	0.001
231	0.64	0.427	0.463	0.314
232	0.195	0.748	0.178	0.14
233	0.829	0.641	0.45	0.736
234	0.298	0.91	0.89	0.254
235	0.041	0.996	0.443	0.863
236	0.776	0.075	0.283	0.513
237	0.192	0.153	0.503	0.654
238	0.928	0.85	0.215	0.105
239	0.219	0.935	0.631	0.668
240	0.891	0.966	0.581	0.781
241	0.452	0.823	0.216	0.896
242	0.495	0.672	0.76	0.778
243	0.836	0.969	0.338	0.339
244	0.805	0.267	0.473	0.02
245	0.463	0.238	0.307	0.094
246	0.978	0.985	0.873	0.559
247	0.093	0.011	0.589	0.309
248	0.274	0.804	0.579	0.034
249	0.763	0.87	0.551	0.101
250	0.174	0.906	0.476	0.647
251	0.848	0.11	0.164	0.154
252	0.071	0.132	0.189	0.943
253	0.955	0.036	0.702	0.545
254	0.608	0.819	0.148	0.187
255	0.73	0.95	0.723	0.28
256	0.933	0.455	0.957	0.408
257	0.882	0.256	0.212	0.046
258	0.415	0.116	0.543	0.604
259	0.234	0.559	0.095	0.935
260	0.44	0.544	0.923	0.588
261	0.776	0.318	0.681	0.5
262	0.732	0.432	0.053	0.689
263	0.155	0.57	0.097	0.367
264	0.508	0.782	0.732	0.05
265	0.791	0.284	0.946	0.887
266	0.049	0.327	0.763	0.972
267	0.494	0.749	0.233	0.175
268	0.832	0.907	0.68	0.885
269	0.521	0.04	0.166	0.618
270	0.782	0.125	0.188	0.514
271	0.575	0.305	0.46	0.52
272	0.68	0.57	0.519	0.443
273	0.434	0.937	0.291	0.667
274	0.539	0.498	0.019	0.219
275	0.615	0.74	0.424	0.781
276	0.83	0.563	0.483	0.019
277	0.659	0.593	0.383	0.119
278	0.575	0.799	0.683	0.094
279	0.225	0.527	0.179	0.515
280	0.291	0.054	0.692	0.31
281	0.076	0.925	0.013	0.499
282	0.371	0.329	0.27	0.854
283	0.347	0.514	0.941	0.73
284	0.054	0.304	0.432	0.737
285	0.674	0.961	0.925	0.853
286	0.119	0.144	0.53	0.811
287	0.803	0.887	0.38	0.816
288	0.086	0.187	0.716	0.356
289	0.064	0.702	0.555	0.005
290	0.188	0.059	0.736	0.62
291	0.134	0.294	0.757	0.06
292	0.233	0.179	0.291	0.764
293	0.745	0.567	0.877	0.125
294	0.264	0.211	0.57	0.98
295	0.611	0.044	0.269	0.166
296	0.701	0.353	0.107	0.437
297	0.903	0.572	0.267	0.66
298	0.414	0.893	0.81	0.705
299	0.8	0.451	0.224	0.677
300	0.607	0.941	0.787	0.176
301	0.353	0.787	0.964	0.622
302	0.013	0.323	0.306	0.12
303	0.279	0.023	0.332	0.546
304	0.963	0.96	0.576	0.773
305	0.233	0.573	0.116	0.457
306	0.692	0.064	0.19	0.479
307	0.111	0.832	0.028	0.075
308	0.98	0.087	0.778	0.286
309	0.538	0.565	0.23	0.87
310	0.913	0.833	0.072	0.49
311	0.737	0.723	0.179	0.853
312	0.429	0.545	0.244	0.619
313	0.485	0.73	0.856	0.512
314	0.31	0.493	0.892	0.088
315	0.1	0.626	0.344	0.33
316	0.456	0.243	0.329	0.528
317	0.936	0.265	0.456	0.115
318	0.636	0.543	0.663	0.881
319	0.687	0.365	0.893	0.543
320	0.698	0.853	0.37	0.59
321	0.149	0.69	0.567	0.494
322	0.063	0.949	0.263	0.393
323	0.996	0.328	0.742	0.452
324	0.86	0.088	0.986	0.523
325	0.149	0.21	0.334	0.042
326	0.211	0.739	0.605	0.582
327	0.547	0.731	0.019	0.114
328	0.039	0.177	0.174	0.302
329	0.651	0.298	0.899	0.393
330	0.342	0.252	0.837	0.328
331	0.805	0.477	0.984	0.139
332	0.737	0.35	0.258	0.342
333	0.587	0.889	0.664	0.606
334	0.889	0.645	0.18	0.063
335	0.751	0.714	0.244	0.649
336	0.993	0.991	0.359	0.83
337	0.134	0.635	0.795	0.118
338	0.314	0.855	0.125	0.571
339	0.057	0.158	0.086	0.721
340	0.089	0.609	0.409	0.269
341	0.355	0.02	0.386	0.6
342	0.493	0.593	0.66	0.852
343	0.978	0.986	0.058	0.774
344	0.832	0.088	0.959	0.957
345	0.157	0.014	0.817	0.243
346	0.581	0.332	0.344	0.99
347	0.017	0.346	0.621	0.403
348	0.29	0.896	0.538	0.949
349	0.961	0.928	0.734	0.019
350	0.838	0.852	0.789	0.798
351	0.448	0.954	0.823	0.265
352	0.558	0.847	0.529	0.902
353	0.13	0.919	0.183	0.751
354	0.128	0.041	0.218	0.667
355	0.966	0.628	0.917	0.7
356	0.619	0.538	0.498	0.408
357	0.307	0.856	0.29	0.13
358	0.487	0.688	0.968	0.016
359	0.805	0.146	0.51	0.988
360	0.832	0.116	0.938	0.05
361	0.927	0.016	0.411	0.845
362	0.057	0.464	0.254	0.556
363	0.589	0.863	0.727	0.879
364	0.848	0.366	0.682	0.816
365	0.273	0.621	0.528	0.783
366	0.425	0.615	0.725	0.363
367	0.508	0.29	0.682	0.919
368	0.398	0.976	0.599	0.652
369	0.47	0.241	0.395	0.198
370	0.389	0.046	0.487	0.071
371	0.869	0.344	0.483	0.397
372	0.092	0.822	0.742	0.817
373	0.408	0.325	0.475	0.09
374	0.61	0.488	0.221	0.209
375	0.753	0.679	0.381	0.148
376	0.502	0.537	0.923	0.989
377	0.785	0.858	0.952	0.268
378	0.079	0.36	0.077	0.821
379	0.262	0.229	0.502	0.737
380	0.747	0.347	0.806	0.967
381	0.946	0.72	0.235	0.327
382	0.112	0.829	0.405	0.034
383	0.013	0.819	0.675	0.965
384	0.93	0.044	0.446	0.007
385	0.623	0.269	0.094	0.126
386	0.413	0.873	0.353	0.219
387	0.909	0.164	0.56	0.144
388	0.428	0.256	0.32	0.834
389	0.137	0.847	0.109	0.812
390	0.196	0.742	0.857	0.642
391	0.722	0.265	0.017	0.816
392	0.023	0.229	0.264	0.376
393	0.104	0.285	0.612	0.664
394	0.103	0.092	0.685	0.423
395	0.974	0.56	0.773	0.083
396	0.585	0.279	0.114	0.442
397	0.863	0.164	0.186	0.88
398	0.578	0.903	0.209	0.841
399	0.656	0.945	0.564	0.268
400	0.993	0.371	0.7	0.678
401	0.626	0.652	0.354	0.398
402	0.726	0.983	0.014	0.84
403	0.935	0.703	0.589	0.122
404	0.569	0.699	0.486	0.777
405	0.765	0.433	0.485	0.329
406	0.093	0.323	0.072	0.794
407	0.866	0.42	0.653	0.22
408	0.388	0.946	0.802	0.403
409	0.227	0.338	0.489	0.816
410	0.071	0.384	0.158	0.557
411	0.699	0.322	0.595	0.184
412	0.296	0.277	0.974	0.368
413	0.975	0.233	0.49	0.628
414	0.308	0.016	0.399	0.11
415	0.185	0.337	0.757	0.673
416	0.216	0.745	0.536	0.375
417	0.698	0.073	0.624	0.292
418	0.275	0.588	0.534	0.249
419	0.604	0.224	0.189	0.095
420	0.642	0.403	0.868	0.04
421	0.287	0.225	0.85	0.043
422	0.002	0.26	0.643	0.538
423	0.944	0.236	0.707	0.568
424	0.964	0.843	0.116	0.498
425	0.071	0.102	0.316	0.26
426	0.167	0.902	0.6	0.035
427	0.113	0.322	0.167	0.963
428	0.065	0.965	0.625	0.708
429	0.259	0.652	0.739	0.967
430	0.266	0.931	0.062	0.382
431	0.154	0.453	0.531	0.47
432	0.729	0.637	0.615	0.329
433	0.557	0.442	0.994	0.724
434	0.36	0.789	0.37	0.984
435	0.872	0.244	0.149	0.611
436	0.368	0.877	0.141	0.431
437	0.57	0.585	0.713	0.102
438	0.426	0.83	0.693	0.041
439	0.365	0.598	0.601	0.359
440	0.006	0.719	0.111	0.376
441	0.608	0.248	0.947	0.757
442	0.157	0.126	0.737	0.299
443	0.996	0.869	0.142	0.709
444	0.197	0.135	0.801	0.89
445	0.96	0.255	0.774	0.561
446	0.097	0.567	0.333	0.208
447	0.036	0.816	0.192	0.984
448	0.051	0.141	0.699	0.788
449	0.255	0.784	0.309	0.397
450	0.279	0.594	0.628	0.08
451	0.804	0.04	0.738	0.579
452	0.352	0.675	0.169	0.685
453	0.112	0.722	0.7	0.303
454	0.274	0.354	0.846	0.973
455	0.286	0.228	0.926	0.595
456	0.418	0.874	0.219	0.046
457	0.703	0.851	0.994	0.441
458	0.595	0.794	0.105	0.764
459	0.988	0.876	0.201	0.688
460	0.907	0.962	0.533	0.753
461	0.675	0.039	0.162	0.601
462	0.787	0.019	0.508	0.006
463	0.462	0.709	0.916	0.456
464	0.345	0.051	0.945	0.45
465	0.424	0.438	0.69	0.625
466	0.869	0.532	0.088	0.402
467	0.022	0.078	0.324	0.184
468	0.958	0.971	0.698	0.466
469	0.763	0.928	0.687	0.68
470	0.838	0.025	0.434	0.782
471	0.249	0.206	0.913	0.939
472	0.039	0.808	0.363	0.127
473	0.648	0.149	0.288	0.972
474	0.967	0.93	0.303	0.664
475	0.281	0.428	0.323	0.968
476	0.707	0.806	0.133	0.141
477	0.608	0.39	0.794	0.521
478	0.625	0.561	0.138	0.988
479	0.348	0.635	0.836	0.636
480	0.169	0.603	0.536	0.472
481	0.932	0.753	0.695	0.256
482	0.803	0.962	0.526	0.936
483	0.114	0.544	0.494	0.908
484	0.823	0.533	0.626	0.961
485	0.314	0.309	0.156	0.15
486	0.762	0.319	0.548	0.299
487	0.816	0.231	0.544	0.511
488	0.265	0.314	0.449	0.791
489	0.553	0.905	0.795	0.047
490	0.861	0.87	0.346	0.487
491	0.866	0.801	0.14	0.022
492	0.085	0.784	0.271	0.633
493	0.062	0.449	0.314	0.606
494	0.8	0.871	0.275	0.249
495	0.525	0.802	0.567	0.32
496	0.38	0.181	0.718	0.726
497	0.549	0.593	0.469	0.689
498	0.421	0.774	0.399	0.691
499	0.482	0.753	0.856	0.796
500	0.816	0.596	0.23	0.091
501	0.891	0.616	0.648	0.459
502	0.496	0.839	0.117	0.215
503	0.785	0.764	0.158	0.254
504	0.773	0.675	0.226	0.172
505	0.633	0.654	0.119	0.489
506	0.478	0.305	0.047	0.708
507	0.892	0.599	0.013	0.54
508	0.949	0.036	0.897	0.067
509	0.463	0.852	0.015	0.621
510	0.467	0.394	0.781	0.694
511	0.147	0.327	0.221	0.266
512	0.671	0.744	0.121	0.717
513	0.518	0.61	0.051	0.53
514	0.109	0.48	0.186	0.006
515	0.437	0.469	0.398	0.452
516	0.504	0.919	0.485	0.285
517	0.051	0.431	0.94	0.272
518	0.756	0.943	0.441	0.877
519	0.893	0.395	0.27	0.945
520	0.42	0.054	0.405	0.606
521	0.951	0.042	0.53	0.35
522	0.62	0.854	0.413	0.105
523	0.026	0.156	0.57	0.966
524	0.267	0.722	0.371	0.708
525	0.032	0.602	0.994	0.302
526	0.919	0.722	0.6	0.324
527	0.661	0.275	0.37	0.191
528	0.864	0.811	0.478	0.277
529	0.616	0.304	0.072	0.186
530	0.5	0.453	0.992	0.871
531	0.591	0.903	0.763	0.585
532	0.309	0.503	0.927	0.909
533	0.254	0.57	0.102	0.624
534	0.726	0.488	0.572	0.205
535	0.487	0.821	0.069	0.559
536	0.339	0.059	0.46	0.331
537	0.621	0.922	0.833	0.383
538	0.038	0.692	0.01	0.965
539	0.837	0.219	0.172	0.939
540	0.933	0.665	0.331	0.505
541	0.096	0.992	0.691	0.165
542	0.698	0.504	0.61	0.157
543	0.54	0.778	0.758	0.373
544	0.264	0.411	0.853	0.275
545	0.455	0.112	0.595	0.627
546	0.437	0.56	0.716	0.768
547	0.586	0.864	0.057	0.276
548	0.608	0.974	0.533	0.218
549	0.368	0.758	0.909	0.126
550	0.07	0.39	0.542	0.923
551	0.918	0.378	0.777	0.513
552	0.827	0.95	0.565	0.543
553	0.63	0.129	0.582	0.687
554	0.611	0.296	0.379	0.143
555	0.51	0.511	0.272	0.419
556	0.404	0.489	0.027	0.946
557	0.692	0.865	0.79	0.469
558	0.794	0.296	0.328	0.359
559	0.046	0.988	0.968	0.628
560	0.373	0.239	0.971	0.753
561	0.485	0.263	0.894	0.758
562	0.531	0.161	0.172	0.558
563	0.584	0.25	0.972	0.373
564	0.349	0.167	0.015	0.677
565	0.854	0.724	0.514	0.822
566	0.19	0.196	0.591	0.161
567	0.973	0.646	0.212	0.866
568	0.894	0.397	0.565	0.066
569	0.672	0.649	0.206	0.644
570	0.925	0.994	0.19	0.94
571	0.716	0.794	0.395	0.23
572	0.747	0.421	0.813	0.337
573	0.761	0.31	0.228	0.973
574	0.632	0.867	0.573	0.197
575	0.529	0.87	0.582	0.735
576	0.604	0.659	0.508	0.794
577	0.179	0.51	0.394	0.574
578	0.011	0.32	0.161	0.823
579	0.743	0.584	0.967	0.971
580	0.143	0.603	0.424	0.717
581	0.356	0.246	0.67	0.938
582	0.184	0.542	0.64	0.692
583	0.239	0.87	0.847	0.633
584	0.587	0.644	0.764	0.749
585	0.422	0.492	0.052	0.389
586	0.609	0.532	0.066	0.032
587	0.866	0.388	0.495	0.536
588	0.475	0.72	0.868	0.114
589	0.205	0.353	0.282	0.051
590	0.726	0.639	0.63	0.491
591	0.098	0.912	0.879	0.149
592	0.342	0.758	0.834	0.408
593	0.083	0.275	0.179	0.577
594	0.505	0.052	0.531	0.373
595	0.942	0.578	0.519	0.224
596	0.506	0.95	0.268	0.136
597	0.656	0.234	0.353	0.535
598	0.654	0.877	0.141	0.488
599	0.932	0.571	0.56	0.111
600	0.371	0.616	0.2	0.902
601	0.366	0.844	0.567	0.885
602	0.197	0.391	0.018	0.465
603	0.459	0.121	0.761	0.812
604	0.144	0.466	0.533	0.285
605	0.819	0.217	0.525	0.379
606	0.673	0.75	0.944	0.873
607	0.933	0.239	0.495	0.501
608	0.563	0.697	0.515	0.581
609	0.042	0.039	0.283	0.803
610	0.938	0.946	0.317	0.471
611	0.271	0.29	0.448	0.796
612	0.776	0.469	0.419	0.72
613	0.071	0.654	0.581	0.566
614	0.705	0.129	0.852	0.22
615	0.014	0.262	0.749	0.296
616	0.599	0.235	0.012	0.916
617	0.243	0.187	0.996	0.692
618	0.665	0.468	0.452	0.085
619	0.793	0.155	0.842	0.374
620	0.996	0.079	0.85	0.848
621	0.559	0.861	0.561	0.308
622	0.626	0.907	0.392	0.638
623	0.098	0.881	0.011	0.095
624	0.994	0.76	0.041	0.445
625	0.229	0.239	0	0.071
626	0.721	0.067	0.691	0.571
627	0.99	0.131	0.776	0.551
628	0.933	0.178	0.345	0.326
629	0.169	0.424	0.697	0.179
630	0.27	0.173	0.279	0.311
631	0.123	0.54	0.856	0.123
632	0.469	0.845	0.677	0.16
633	0.592	0.15	0.547	0.368
634	0.985	0.301	0.88	0.33
635	0.696	0.499	0.05	0.393
636	0.569	0.663	0.851	0.847
637	0.469	0.971	0.513	0.325
638	0.124	0.794	0.939	0.801
639	0.355	0.393	0.105	0.902
640	0.806	0.887	0.062	0.686
641	0.688	0.382	0.716	0.738
642	0.395	0.307	0.438	0.245
643	0.412	0.714	0.125	0.925
644	0.219	0.049	0.833	0.158
645	0.788	0.513	0.243	0.892
646	0.004	0.699	0.302	0.066
647	0.519	0.754	0.767	0.236
648	0.542	0.63	0.799	0.98
649	0.954	0.392	0.59	0.079
650	0.629	0.298	0.366	0.463
651	0.216	0.25	0.969	0.459
652	0.384	0.463	0.841	0.686
653	0.226	0.205	0.283	0.993
654	0.775	0.535	0.072	0.575
655	0.948	0.528	0.906	0.538
656	0.223	0.167	0.905	0.589
657	0.36	0.804	0.88	0.329
658	0.022	0.713	0.727	0.863
659	0.256	0.089	0.604	0.539
660	0.045	0.314	0.617	0.116
661	0.132	0.064	0.418	0.038
662	0.025	0.261	0.768	0.929
663	0.398	0.29	0.654	0.278
664	0.917	0.3	0.331	0.644
665	0.729	0.9	0.252	0.333
666	0.334	0.378	0.754	0.95
667	0.643	0.082	0.558	0.06
668	0.16	0.085	0.381	0.928
669	0.231	0.326	0.304	0.885
670	0.922	0.802	0.903	0.253
671	0.066	0.982	0.346	0.317
672	0.785	0.651	0.692	0.539
673	0.186	0.182	0.683	0.744
674	0.803	0.904	0.327	0.185
675	0.341	0.415	0.158	0.645
676	0.761	0.567	0.102	0.665
677	0.548	0.73	0.802	0.894
678	0.117	0.679	0.699	0.81
679	0.3	0.996	0.4	0.983
680	0.642	0.787	0.645	0.969
681	0.477	0.311	0.387	0.634
682	0.687	0.396	0.523	0.788
683	0.343	0.336	0.791	0.145
684	0.838	0.263	0.91	0.537
685	0.128	0.837	0.069	0.528
686	0.809	0.17	0.607	0.454
687	0.578	0.93	0.45	0.965
688	0.406	0.651	0.961	0.929
689	0.021	0.272	0.776	0.812
690	0.006	0.65	0.68	0.916
691	0.753	0.044	0.023	0.821
692	0.843	0.63	0.742	0.45
693	0.882	0.028	0.014	0.332
694	0.579	0.739	0.644	0.539
695	0.084	0.56	0.94	0.86
696	0.357	0.866	0.022	0.038
697	0.209	0.79	0.825	0.232
698	0.397	0.075	0.241	0.139
699	0.325	0.021	0.554	0.339
700	0.546	0.918	0.092	0.191
701	0.759	0.275	0.017	0.699
702	0.389	0.057	0.001	0.411
703	0.782	0.62	0.885	0.607
704	0.496	0.004	0.928	0.737
705	0.453	0.062	0.164	0.007
706	0.517	0.553	0.319	0.609
707	0.776	0.368	0.019	0.793
708	0.153	0.183	0.124	0.154
709	0.219	0.937	0.214	0.104
710	0.066	0.599	0.548	0.994
711	0.691	0.447	0.399	0.855
712	0.8	0.372	0.007	0.119
713	0.751	0.895	0.349	0.769
714	0.416	0.923	0.871	0.541
715	0.465	0.76	0.014	0.679
716	0.558	0.745	0.463	0.106
717	0.799	0.797	0.186	0.198
718	0.64	0.998	0.025	0.647
719	0.005	0.397	0.012	0.354
720	0.7	0.771	0.09	0.571
721	0.167	0.036	0.071	0.18
722	0.935	0.738	0.46	0.398
723	0.199	0.197	0.641	0.386
724	0.294	0.026	0.393	0.319
725	0.511	0.324	0.07	0.523
726	0.236	0.223	0.449	0.326
727	0.761	0.493	0.83	0.832
728	0.545	0.767	0.411	0.005
729	0.255	0.204	0.361	0.896
730	0.756	0.19	0.615	0.15
731	0.288	0.66	0.833	0.357
732	0.512	0.594	0.406	0.961
733	0.201	0.721	0.413	0.031
734	0.086	0.576	0.32	0.496
735	0.484	0.751	0.786	0.845
736	0.376	0.602	0.837	0.991
737	0.346	0.279	0.412	0.179
738	0.595	0.691	0.23	0.001
739	0.15	0.202	0.373	0.563
740	0.926	0.648	0.809	0.246
741	0.391	0.731	0.896	0.176
742	0.543	0.552	0.178	0.38
743	0.929	0.726	0.822	0.341
744	0.458	0.936	0.596	0.688
745	0.248	0.838	0.14	0.62
746	0.373	0.547	0.049	0.182
747	0.193	0.573	0.524	0.089
748	0.1	0.632	0.301	0.278
749	0.844	0.207	0.739	0.666
750	0.645	0.124	0.484	0.241
751	0.421	0.488	0.65	0.561
752	0.05	0.934	0.656	0.099
753	0.449	0.293	0.689	0.972
754	0.438	0.072	0.014	0.74
755	0.026	0.584	0.557	0.765
756	0.105	0.41	0.374	0.588
757	0.186	0.01	0.139	0.836
758	0.248	0.886	0.505	0.903
759	0.621	0.352	0.278	0.31
760	0.66	0.748	0.397	0.673
761	0.747	0.699	0.072	0.303
762	0.321	0.408	0.874	0.695
763	0.524	0.881	0.006	0.663
764	0.577	0.911	0.602	0.082
765	0.588	0.703	0.166	0.866
766	0.491	0.525	0.761	0.888
767	0.249	0.634	0.898	0.32
768	0.362	0.642	0.345	0.236
769	0.341	0.76	0.217	0.347
770	0.934	0.924	0.334	0.536
771	0.148	0.124	0.708	0.315
772	0.721	0.805	0.514	0.482
773	0.713	0.731	0.327	0.611
774	0.265	0.973	0.693	0.61
775	0.029	0.951	0.969	0.246
776	0.392	0.18	0.222	0.726
